pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,growth_rate,egg_type_1,egg_type_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,url,id
684,Swirlix,6,Normal,Cotton Candy Pokémon,Fairy,,0.4,3.5,341.0,62.0,48.0,66.0,59.0,57.0,49.0,200.0,Medium Fast,Fairy,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/swirlix.png,790
685,Slurpuff,6,Normal,Meringue Pokémon,Fairy,,0.8,5.0,480.0,82.0,80.0,86.0,85.0,75.0,72.0,140.0,Medium Fast,Fairy,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/slurpuff.png,791
686,Inkay,6,Normal,Revolving Pokémon,Dark,Psychic,0.4,3.5,288.0,53.0,54.0,53.0,37.0,46.0,45.0,190.0,Medium Fast,Water 1,Water 2,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/inkay.png,792
687,Malamar,6,Normal,Overturning Pokémon,Dark,Psychic,1.5,47.0,482.0,86.0,92.0,88.0,68.0,75.0,73.0,80.0,Medium Fast,Water 1,Water 2,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/malamar.png,793
688,Binacle,6,Normal,Two-Handed Pokémon,Rock,Water,0.5,31.0,306.0,42.0,52.0,67.0,39.0,56.0,50.0,120.0,Medium Fast,Water 3,,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/binacle.png,794
689,Barbaracle,6,Normal,Collective Pokémon,Rock,Water,1.3,96.0,500.0,72.0,105.0,115.0,54.0,86.0,68.0,45.0,Medium Fast,Water 3,,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/barbaracle.png,795
690,Skrelp,6,Normal,Mock Kelp Pokémon,Poison,Water,0.5,7.3,320.0,50.0,60.0,60.0,60.0,60.0,30.0,225.0,Medium Fast,Dragon,Water 1,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/skrelp.png,796
691,Dragalge,6,Normal,Mock Kelp Pokémon,Poison,Dragon,1.8,81.5,494.0,65.0,75.0,90.0,97.0,123.0,44.0,55.0,Medium Fast,Dragon,Water 1,20.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/dragalge.png,797
692,Clauncher,6,Normal,Water Gun Pokémon,Water,,0.5,8.3,330.0,50.0,53.0,62.0,58.0,63.0,44.0,225.0,Slow,Water 1,Water 3,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/clauncher.png,798
693,Clawitzer,6,Normal,Howitzer Pokémon,Water,,1.3,35.3,500.0,71.0,73.0,88.0,120.0,89.0,59.0,55.0,Slow,Water 1,Water 3,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/clawitzer.png,799
694,Helioptile,6,Normal,Generator Pokémon,Electric,Normal,0.5,6.0,289.0,44.0,38.0,33.0,61.0,43.0,70.0,190.0,Medium Fast,Dragon,Monster,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/helioptile.png,800
695,Heliolisk,6,Normal,Generator Pokémon,Electric,Normal,1.0,21.0,481.0,62.0,55.0,52.0,109.0,94.0,109.0,75.0,Medium Fast,Dragon,Monster,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/heliolisk.png,801
696,Tyrunt,6,Normal,Royal Heir Pokémon,Rock,Dragon,0.8,26.0,362.0,58.0,89.0,77.0,45.0,45.0,48.0,45.0,Medium Fast,Dragon,Monster,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,https://img.pokemondb.net/sprites/bank/normal/tyrunt.png,802
697,Tyrantrum,6,Normal,Despot Pokémon,Rock,Dragon,2.5,270.0,521.0,82.0,121.0,119.0,69.0,59.0,71.0,45.0,Medium Fast,Dragon,Monster,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,https://img.pokemondb.net/sprites/bank/normal/tyrantrum.png,803
698,Amaura,6,Normal,Tundra Pokémon,Rock,Ice,1.3,25.2,362.0,77.0,59.0,50.0,67.0,63.0,46.0,45.0,Medium Fast,Monster,,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,https://img.pokemondb.net/sprites/bank/normal/amaura.png,804
699,Aurorus,6,Normal,Tundra Pokémon,Rock,Ice,2.7,225.0,521.0,123.0,77.0,72.0,99.0,92.0,58.0,45.0,Medium Fast,Monster,,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,https://img.pokemondb.net/sprites/bank/normal/aurorus.png,805
700,Sylveon,6,Normal,Intertwining Pokémon,Fairy,,1.0,23.5,525.0,95.0,65.0,65.0,110.0,130.0,60.0,45.0,Medium Fast,Field,,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/sylveon.png,806
701,Hawlucha,6,Normal,Wrestling Pokémon,Fighting,Flying,0.8,21.5,500.0,78.0,92.0,75.0,74.0,63.0,118.0,100.0,Medium Fast,Flying,Human-Like,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/hawlucha.png,807
702,Dedenne,6,Normal,Antenna Pokémon,Electric,Fairy,0.2,2.2,431.0,67.0,58.0,57.0,81.0,67.0,101.0,180.0,Medium Fast,Fairy,Field,20.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/dedenne.png,808
703,Carbink,6,Normal,Jewel Pokémon,Rock,Fairy,0.3,5.7,500.0,50.0,50.0,150.0,50.0,150.0,50.0,60.0,Slow,Fairy,Mineral,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,https://img.pokemondb.net/sprites/bank/normal/carbink.png,809
704,Goomy,6,Normal,Soft Tissue Pokémon,Dragon,,0.3,2.8,300.0,45.0,50.0,35.0,55.0,75.0,40.0,45.0,Slow,Dragon,,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/goomy.png,810
705,Sliggoo,6,Normal,Soft Tissue Pokémon,Dragon,,0.8,17.5,452.0,68.0,75.0,53.0,83.0,113.0,60.0,45.0,Slow,Dragon,,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/sliggoo.png,811
706,Goodra,6,Normal,Dragon Pokémon,Dragon,,2.0,150.5,600.0,90.0,100.0,70.0,110.0,150.0,80.0,45.0,Slow,Dragon,,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/goodra.png,812
707,Klefki,6,Normal,Key Ring Pokémon,Steel,Fairy,0.2,3.0,470.0,57.0,80.0,91.0,80.0,87.0,75.0,75.0,Fast,Mineral,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,https://img.pokemondb.net/sprites/bank/normal/klefki.png,813
708,Phantump,6,Normal,Stump Pokémon,Ghost,Grass,0.4,7.0,309.0,43.0,70.0,48.0,50.0,60.0,38.0,120.0,Medium Fast,Amorphous,Grass,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/phantump.png,814
709,Trevenant,6,Normal,Elder Tree Pokémon,Ghost,Grass,1.5,71.0,474.0,85.0,110.0,76.0,65.0,82.0,56.0,60.0,Medium Fast,Amorphous,Grass,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/trevenant.png,815
710,Pumpkaboo,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.4,5.0,335.0,49.0,66.0,70.0,44.0,55.0,51.0,120.0,Medium Fast,Amorphous,,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/pumpkaboo-average.png,816
711,Gourgeist,6,Normal,Pumpkin Pokémon,Ghost,Grass,0.9,12.5,494.0,65.0,90.0,122.0,58.0,75.0,84.0,60.0,Medium Fast,Amorphous,,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/gourgeist-average.png,817
712,Bergmite,6,Normal,Ice Chunk Pokémon,Ice,,1.0,99.5,304.0,55.0,69.0,85.0,32.0,35.0,28.0,190.0,Medium Fast,Mineral,Monster,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/bergmite.png,818
713,Avalugg,6,Normal,Iceberg Pokémon,Ice,,2.0,505.0,514.0,95.0,117.0,184.0,44.0,46.0,28.0,55.0,Medium Fast,Mineral,Monster,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/avalugg.png,819
714,Noibat,6,Normal,Sound Wave Pokémon,Flying,Dragon,0.5,8.0,245.0,40.0,30.0,35.0,45.0,40.0,55.0,190.0,Medium Fast,Dragon,Flying,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/noibat.png,820
715,Noivern,6,Normal,Sound Wave Pokémon,Flying,Dragon,1.5,85.0,535.0,85.0,70.0,80.0,97.0,80.0,123.0,45.0,Medium Fast,Dragon,Flying,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/noivern.png,821
716,Xerneas,6,Legendary,Life Pokémon,Fairy,,3.0,215.0,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/xerneas.png,822
717,Yveltal,6,Legendary,Destruction Pokémon,Dark,Flying,5.8,203.0,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/yveltal.png,823
718,Zygarde 50% Forme,6,Legendary,Order Pokémon,Dragon,Ground,5.0,305.0,600.0,108.0,100.0,121.0,81.0,95.0,95.0,3.0,Slow,Undiscovered,,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,https://www.serebii.net/sunmoon/pokemon/718.png,824
718,Zygarde 10% Forme,6,Legendary,Order Pokémon,Dragon,Ground,1.2,33.5,486.0,54.0,100.0,71.0,61.0,85.0,115.0,3.0,Slow,Undiscovered,,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,https://www.serebii.net/sunmoon/pokemon/718-10.png,825
718,Zygarde Complete Forme,6,Legendary,Order Pokémon,Dragon,Ground,4.5,610.0,708.0,216.0,100.0,121.0,91.0,95.0,85.0,3.0,Slow,Undiscovered,,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,https://www.serebii.net/sunmoon/pokemon/718-c.png,826
719,Diancie,6,Mythical,Jewel Pokémon,Rock,Fairy,0.7,8.8,600.0,50.0,100.0,150.0,100.0,150.0,50.0,3.0,Slow,Undiscovered,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,https://img.pokemondb.net/sprites/bank/normal/diancie.png,827
719,Mega Diancie,6,Mythical,Jewel Pokémon,Rock,Fairy,1.1,27.8,700.0,50.0,160.0,110.0,160.0,110.0,110.0,3.0,Slow,Undiscovered,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,https://www.serebii.net/xy/pokemon/719-m.png,828
720,Hoopa Hoopa Confined,6,Mythical,Mischief Pokémon,Psychic,Ghost,0.5,9.0,600.0,80.0,110.0,60.0,150.0,130.0,70.0,3.0,Slow,Undiscovered,,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,https://www.serebii.net/xy/pokemon/720.png,829
720,Hoopa Hoopa Unbound,6,Mythical,Djinn Pokémon,Psychic,Dark,6.5,490.0,680.0,80.0,160.0,60.0,170.0,130.0,80.0,3.0,Slow,Undiscovered,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,https://www.serebii.net/xy/pokemon/720-u.png,830
721,Volcanion,6,Mythical,Steam Pokémon,Fire,Water,1.7,195.0,600.0,80.0,110.0,120.0,130.0,90.0,70.0,3.0,Slow,Undiscovered,,120.0,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,https://img.pokemondb.net/sprites/bank/normal/volcanion.png,831
722,Rowlet,7,Normal,Grass Quill Pokémon,Grass,Flying,0.3,1.5,320.0,68.0,55.0,55.0,50.0,50.0,42.0,45.0,Medium Slow,Flying,,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/rowlet.png,832
723,Dartrix,7,Normal,Blade Quill Pokémon,Grass,Flying,0.7,16.0,420.0,78.0,75.0,75.0,70.0,70.0,52.0,45.0,Medium Slow,Flying,,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/dartrix.png,833
724,Decidueye,7,Normal,Arrow Quill Pokémon,Grass,Ghost,1.6,36.6,530.0,78.0,107.0,75.0,100.0,100.0,70.0,45.0,Medium Slow,Flying,,15.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/decidueye.png,834
725,Litten,7,Normal,Fire Cat Pokémon,Fire,,0.4,4.3,320.0,45.0,65.0,40.0,60.0,40.0,70.0,45.0,Medium Slow,Field,,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/litten.png,835
726,Torracat,7,Normal,Fire Cat Pokémon,Fire,,0.7,25.0,420.0,65.0,85.0,50.0,80.0,50.0,90.0,45.0,Medium Slow,Field,,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,https://img.pokemondb.net/sprites/bank/normal/torracat.png,836
727,Incineroar,7,Normal,Heel Pokémon,Fire,Dark,1.8,83.0,530.0,95.0,115.0,90.0,80.0,90.0,60.0,45.0,Medium Slow,Field,,15.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/incineroar.png,837
728,Popplio,7,Normal,Sea Lion Pokémon,Water,,0.4,7.5,320.0,50.0,54.0,54.0,66.0,56.0,40.0,45.0,Medium Slow,Field,Water 1,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/popplio.png,838
729,Brionne,7,Normal,Pop Star Pokémon,Water,,0.6,17.5,420.0,60.0,69.0,69.0,91.0,81.0,50.0,45.0,Medium Slow,Field,Water 1,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/brionne.png,839
730,Primarina,7,Normal,Soloist Pokémon,Water,Fairy,1.8,44.0,530.0,80.0,74.0,74.0,126.0,116.0,60.0,45.0,Medium Slow,Field,Water 1,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/primarina.png,840
731,Pikipek,7,Normal,Woodpecker Pokémon,Normal,Flying,0.3,1.2,265.0,35.0,75.0,30.0,30.0,30.0,65.0,255.0,Medium Fast,Flying,,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/pikipek.png,841
732,Trumbeak,7,Normal,Bugle Beak Pokémon,Normal,Flying,0.6,14.8,355.0,55.0,85.0,50.0,40.0,50.0,75.0,120.0,Medium Fast,Flying,,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/trumbeak.png,842
733,Toucannon,7,Normal,Cannon Pokémon,Normal,Flying,1.1,26.0,485.0,80.0,120.0,75.0,75.0,75.0,60.0,45.0,Medium Fast,Flying,,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/toucannon.png,843
734,Yungoos,7,Normal,Loitering Pokémon,Normal,,0.4,6.0,253.0,48.0,70.0,30.0,30.0,30.0,45.0,255.0,Medium Fast,Field,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/yungoos.png,844
735,Gumshoos,7,Normal,Stakeout Pokémon,Normal,,0.7,14.2,418.0,88.0,110.0,60.0,55.0,60.0,45.0,127.0,Medium Fast,Field,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/gumshoos.png,845
736,Grubbin,7,Normal,Larva Pokémon,Bug,,0.4,4.4,300.0,47.0,62.0,45.0,55.0,45.0,46.0,255.0,Medium Fast,Bug,,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,https://img.pokemondb.net/sprites/bank/normal/grubbin.png,846
737,Charjabug,7,Normal,Battery Pokémon,Bug,Electric,0.5,10.5,400.0,57.0,82.0,95.0,55.0,75.0,36.0,120.0,Medium Fast,Bug,,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/charjabug.png,847
738,Vikavolt,7,Normal,Stag Beetle Pokémon,Bug,Electric,1.5,45.0,500.0,77.0,70.0,90.0,145.0,75.0,43.0,45.0,Medium Fast,Bug,,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,https://img.pokemondb.net/sprites/bank/normal/vikavolt.png,848
739,Crabrawler,7,Normal,Boxing Pokémon,Fighting,,0.6,7.0,338.0,47.0,82.0,57.0,42.0,47.0,63.0,225.0,Medium Fast,Water 3,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,https://img.pokemondb.net/sprites/bank/normal/crabrawler.png,849
740,Crabominable,7,Normal,Woolly Crab Pokémon,Fighting,Ice,1.7,180.0,478.0,97.0,132.0,77.0,62.0,67.0,43.0,60.0,Medium Fast,Water 3,,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,https://img.pokemondb.net/sprites/bank/normal/crabominable.png,850
741,Oricorio Baile Style,7,Normal,Dancing Pokémon,Fire,Flying,0.6,3.4,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,Medium Fast,Flying,,20.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,https://www.serebii.net/sunmoon/pokemon/741.png,851
741,Oricorio Pom-Pom Style,7,Normal,Dancing Pokémon,Electric,Flying,0.6,3.4,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,Medium Fast,Flying,,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,https://www.serebii.net/sunmoon/pokemon/741-p.png,852
741,Oricorio Pa'u Style,7,Normal,Dancing Pokémon,Psychic,Flying,0.6,3.4,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,Medium Fast,Flying,,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,https://www.serebii.net/sunmoon/pokemon/741-pau.png,853
741,Oricorio Sensu Style,7,Normal,Dancing Pokémon,Ghost,Flying,0.6,3.4,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,Medium Fast,Flying,,20.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,https://www.serebii.net/sunmoon/pokemon/741-s.png,854
742,Cutiefly,7,Normal,Bee Fly Pokémon,Bug,Fairy,0.1,0.2,304.0,40.0,45.0,40.0,55.0,40.0,84.0,190.0,Medium Fast,Bug,Fairy,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/cutiefly.png,855
743,Ribombee,7,Normal,Bee Fly Pokémon,Bug,Fairy,0.2,0.5,464.0,60.0,55.0,60.0,95.0,70.0,124.0,75.0,Medium Fast,Bug,Fairy,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/ribombee.png,856
744,Rockruff,7,Normal,Puppy Pokémon,Rock,,0.5,9.2,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,Medium Fast,Field,,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,https://img.pokemondb.net/sprites/bank/normal/rockruff.png,857
745,Lycanroc Midday Form,7,Normal,Wolf Pokémon,Rock,,0.8,25.0,487.0,75.0,115.0,65.0,55.0,65.0,112.0,90.0,Medium Fast,Field,,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,https://www.serebii.net/swordshield/pokemon/745.png,858
745,Lycanroc Midnight Form,7,Normal,Wolf Pokémon,Rock,,1.1,25.0,487.0,85.0,115.0,75.0,55.0,75.0,82.0,90.0,Medium Fast,Field,,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,https://www.serebii.net/swordshield/pokemon/745-m.png,859
745,Lycanroc Dusk Form,7,Normal,Wolf Pokémon,Rock,,0.8,25.0,487.0,75.0,117.0,65.0,55.0,65.0,110.0,90.0,Medium Fast,Field,,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,https://www.serebii.net/swordshield/pokemon/745-d.png,860
