PERIODO	COMUNA	NÚMERO INCENDIOS FORESTALES	PINO INSIGNE 0 A 10 AÑOS	PINO INSIGNE 11 A 17 AÑOS	PINO INSIGNE 18 O MÁS AÑOS	PINO INSIGNE	EUCALIPTO	OTRAS SP.	TOTAL PLANTACIONES	ARBOLADO	MATORRAL	PASTIZAL	TOTAL NATURAL	TOTAL FORESTAL	TOTAL OTRAS SUPERFICIES	TOTAL SUPERFICIE AFECTADA
2006 - 2007	ILLAPEL	1				0,00			0,00	3,00	1,50	0,50	5,00	5,00	0,00	5,00
2006 - 2007	LOS VILOS	6				0,00			0,00	22,00	13,95	11,56	47,51	47,51	0,00	47,51
2006 - 2007	MINCHA															
2006 - 2007	SALAMANCA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	CABILDO	2				0,00			0,00		0,06	0,14	0,20	0,20	0,00	0,20
2006 - 2007	LA LIGUA	57				0,00	5,03		5,03	186,77	197,96	152,81	537,54	542,57	0,00	542,57
2006 - 2007	PAPUDO	5				0,00	0,01		0,01		2,48	1,70	4,18	4,19	0,00	4,19
2006 - 2007	PETORCA	1				0,00	0,10		0,10		0,90	1,00	1,90	2,00	0,00	2,00
2006 - 2007	ZAPALLAR	7				0,00			0,00	1,00	5,80	12,20	19,00	19,00	0,00	19,00
2006 - 2007	CALLE LARGA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	LOS ANDES	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	RINCONADA	1				0,00			0,00	2,00	8,00	10,00	20,00	20,00	0,00	20,00
2006 - 2007	SAN ESTEBAN	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	CATEMU	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	LLAY LLAY	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PANQUEHUE	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PUTAENDO	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	SAN FELIPE 	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	SANTA MARIA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	HIJUELAS	2				0,00	2,50		2,50		0,50	0,30	0,80	3,30	0,00	3,30
2006 - 2007	CALERA	1				0,00	0,50		0,50			1,50	1,50	2,00	1,00	3,00
2006 - 2007	LA CRUZ	6				0,00			0,00		6,80	16,35	23,15	23,15	0,00	23,15
2006 - 2007	LIMACHE	27				0,00	0,10		0,10	26,10	100,85	141,48	268,43	268,53	0,00	268,53
2006 - 2007	NOGALES	5				0,00	1,00		1,00	43,00	23,50	21,50	88,00	89,00	0,00	89,00
2006 - 2007	OLMUE	18				0,00			0,00	28,50	49,66	42,94	121,10	121,10	0,00	121,10
2006 - 2007	QUILLOTA	6				0,00	0,20		0,20	2,00	8,95	10,33	21,28	21,48	1,30	22,78
2006 - 2007	CASABLANCA	22		5,80		5,80	7,83		13,63	4,50	16,81	24,25	45,56	59,19	0,00	59,19
2006 - 2007	CONCON	12		0,93	0,03	0,96	0,61		1,57		1,19	3,60	4,79	6,36	0,21	6,57
2006 - 2007	PUCHUNCAVI	1				0,00			0,00	133,04	249,32	221,88	604,24	604,24	0,00	604,24
2006 - 2007	QUILPUE	134		0,50		0,50	12,62		13,12	4,40	39,42	74,38	118,20	131,32	0,70	132,02
2006 - 2007	QUINTERO	5				0,00			0,00		0,10	3,34	3,44	3,44	0,00	3,44
2006 - 2007	VALPARAISO	202	0,71	65,68	16,06	82,45	32,85	0,23	115,53	1,37	56,71	26,83	84,91	200,44	9,93	210,37
2006 - 2007	VILLA ALEMANA	64				0,00	0,41		0,41	0,90	13,28	27,50	41,68	42,09	0,00	42,09
2006 - 2007	VINA DEL MAR	116	4,20	26,29	31,60	62,09	41,24		103,33	4,58	35,66	36,22	76,46	179,79	0,97	180,76
2006 - 2007	JUAN FERNANDEZ	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	ALGARROBO	5			4,81	4,81	0,80		5,61	2,00	10,72	8,73	21,45	27,06	0,00	27,06
2006 - 2007	CARTAGENA	37	4,31	0,02	0,61	4,94	38,00		42,94	1,32	72,50	140,04	213,86	256,80	5,00	261,80
2006 - 2007	EL QUISCO	27	6,07	27,02	0,25	33,34	65,02		98,36		46,70	34,24	80,94	179,30	1,51	180,81
2006 - 2007	EL TABO	19	0,01	0,50	0,03	0,54	12,19		12,73		4,42	5,08	9,50	22,23	0,00	22,23
2006 - 2007	SAN ANTONIO	82	1,42	0,03	0,13	1,58	55,81		57,39		11,69	110,14	121,83	179,22	0,00	179,22
2006 - 2007	SANTO DOMINGO	10	1,00		0,80	1,80	0,44		2,24		1,00	10,75	11,75	13,99	3,00	16,99
2006 - 2007	ISLA DE PASCUA	0				0,00			0,00				0,00	0,00	0,97	0,97
2006 - 2007	RANCAGUA	3				0,00		5,00	5,00	41,20	101,30	7,50	150,00	155,00	0,00	155,00
2006 - 2007	MACHALI	12				0,00	0,26		0,26	0,50	2,90	2,53	5,93	6,19	0,01	6,20
2006 - 2007	GRANEROS	2				0,00			0,00	1,00	0,70	1,30	3,00	3,00	0,00	3,00
2006 - 2007	CODEGUA	5				0,00	0,05		0,05		2,00	4,25	6,25	6,30	0,00	6,30
2006 - 2007	MOSTAZAL	6				0,00	2,20		2,20	1,10	5,25	1,95	8,30	10,50	0,00	10,50
2006 - 2007	REQUINOA	17				0,00	4,00		4,00	2,20	22,90	36,75	61,85	65,85	0,00	65,85
2006 - 2007	OLIVAR	1				0,00			0,00	5,00	10,00	25,00	40,00	40,00	0,00	40,00
2006 - 2007	RENGO	10				0,00	1,03		1,03	8,30	60,00	163,77	232,07	233,10	0,00	233,10
2006 - 2007	QUINTA DE TILCOCO	1				0,00			0,00	0,20	0,30	1,00	1,50	1,50	0,00	1,50
2006 - 2007	MALLOA	5				0,00	0,20		0,20		7,12	25,58	32,70	32,90	0,00	32,90
2006 - 2007	SAN VICENTE TAGUA TAGUA	13				0,00	1,25		1,25	2,00	84,00	44,46	130,46	131,71	0,00	131,71
2006 - 2007	DONIHUE	2				0,00			0,00	0,40	0,70	0,90	2,00	2,00	0,00	2,00
2006 - 2007	COINCO	3				0,00	1,00		1,00	5,00	24,00	71,50	100,50	101,50	0,00	101,50
2006 - 2007	COLTAUCO	12				0,00	0,10		0,10	3,50	5,95	16,45	25,90	26,00	0,00	26,00
2006 - 2007	PICHIDEGUA	15				0,00			0,00	122,00	473,70	592,20	1.187,90	1.187,90	0,00	1.187,90
2006 - 2007	PEUMO	5				0,00	0,10		0,10	0,20	0,80	1,15	2,15	2,25	0,00	2,25
2006 - 2007	LAS CABRAS	15				0,00	0,25		0,25	30,20	62,50	38,55	131,25	131,50	0,00	131,50
2006 - 2007	SAN FERNANDO	25				0,00	6,60	0,20	6,80	43,60	128,58	199,95	372,13	378,93	7,00	385,93
2006 - 2007	CHIMBARONGO	3				0,00	0,90		0,90		0,10	0,50	0,60	1,50	0,00	1,50
2006 - 2007	NANCAGUA	4				0,00		0,20	0,20	5,00	42,50	48,70	96,20	96,40	0,00	96,40
2006 - 2007	PLACILLA	2				0,00	0,60		0,60		0,20	2,70	2,90	3,50	0,00	3,50
2006 - 2007	CHEPICA	1				0,00			0,00		1,00	3,00	4,00	4,00	0,00	4,00
2006 - 2007	SANTA CRUZ	7				0,00			0,00	36,00	147,70	219,80	403,50	403,50	3,00	406,50
2006 - 2007	PALMILLA	1				0,00			0,00		1,00	3,00	4,00	4,00	0,00	4,00
2006 - 2007	LOLOL	3				0,00	110,05		110,05		0,02	30,13	30,15	140,20	10,00	150,20
2006 - 2007	PUMANQUE	3	80,00			80,00	6,00		86,00			4,50	4,50	90,50	144,00	234,50
2006 - 2007	PERALILLO	1				0,00	1,50		1,50		2,50	8,00	10,50	12,00	0,00	12,00
2006 - 2007	PICHILEMU	13	2,65			2,65	0,40		3,05		1,51	3,46	4,97	8,02	1,18	9,20
2006 - 2007	PAREDONES	10	100,50	31,00	0,20	131,70	11,20	0,80	143,70	13,30	2,70	17,20	33,20	176,90	52,30	229,20
2006 - 2007	MARCHIHUE	13	0,80	45,00	23,40	69,20	16,70	2,00	87,90	8,00	19,50	132,55	160,05	247,95	24,60	272,55
2006 - 2007	LITUECHE	16	696,00			696,00	649,70	148,00	1.493,70	461,80	208,49	300,31	970,60	2.464,30	24,00	2.488,30
2006 - 2007	LA ESTRELLA	4				0,00	3,50		3,50	1,50	5,15	9,45	16,10	19,60	2,00	21,60
2006 - 2007	NAVIDAD	2	0,10			0,10	1,60		1,70		0,80	0,40	1,20	2,90	0,00	2,90
2006 - 2007	CURICO	25	1,60	0,50	0,25	2,35	0,35		2,70	1,00	25,41	25,95	52,36	55,06	0,00	55,06
2006 - 2007	RAUCO	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	ROMERAL	15			1,25	1,25	0,90		2,15		8,00	11,10	19,10	21,25	0,00	21,25
2006 - 2007	TENO	3	0,10			0,10			0,10		5,40	10,00	15,40	15,50	0,00	15,50
2006 - 2007	VICHUQUEN	14	1,91	1,90	2,40	6,21	0,01		6,22	0,10	0,50		0,60	6,82	0,01	6,83
2006 - 2007	LICANTEN	3	4,00	0,09		4,09			4,09				0,00	4,09	0,01	4,10
2006 - 2007	HUALANE	10	11,00	1,10		12,10	0,15		12,25		11,10	11,56	22,66	34,91	0,04	34,95
2006 - 2007	MOLINA	6				0,00	1,02		1,02		6,48	5,60	12,08	13,10	0,00	13,10
2006 - 2007	SAGRADA FAMILIA	4		0,80		0,80			0,80		2,45	8,25	10,70	11,50	0,00	11,50
2006 - 2007	TALCA	32				0,00			0,00		7,08	23,58	30,66	30,66	1,07	31,73
2006 - 2007	SAN CLEMENTE	6				0,00			0,00	1,00	3,30	6,50	10,80	10,80	0,00	10,80
2006 - 2007	PELARCO	9				0,00	2,35		2,35		21,90	35,66	57,56	59,91	0,00	59,91
2006 - 2007	RIO CLARO	11				0,00			0,00	0,30	39,00	62,71	102,01	102,01	2,00	104,01
2006 - 2007	PENCAHUE	4				0,00			0,00		2,10	3,95	6,05	6,05	0,00	6,05
2006 - 2007	MAULE	19				0,00	2,60		2,60		9,50	56,20	65,70	68,30	5,05	73,35
2006 - 2007	CUREPTO	8		0,61	0,01	0,62	8,10		8,72		6,51	5,00	11,51	20,23	3,10	23,33
2006 - 2007	CONSTITUCION	27	0,71	0,41	3,80	4,92	0,53	0,80	6,25		2,56	4,89	7,45	13,70	1,53	15,23
2006 - 2007	EMPEDRADO	3		107,00	8,00	115,00	3,01		118,01	2,99	15,00	5,00	22,99	141,00	11,23	152,23
2006 - 2007	SAN RAFAEL	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	LINARES	17				0,00	3,80		3,80	3,00	10,40	21,62	35,02	38,82	4,30	43,12
2006 - 2007	YERBAS BUENAS	1				0,00			0,00		0,40	0,60	1,00	1,00	0,00	1,00
2006 - 2007	COLBUN	3		0,36		0,36			0,36		1,30	0,70	2,00	2,36	0,00	2,36
2006 - 2007	LONGAVI	12	0,21	3,66		3,87	1,00		4,87		2,40	9,35	11,75	16,62	0,50	17,12
2006 - 2007	PARRAL	12				0,00			0,00		11,02	20,23	31,25	31,25	1,00	32,25
2006 - 2007	RETIRO	4				0,00			0,00		5,50	7,50	13,00	13,00	0,00	13,00
2006 - 2007	SAN JAVIER	21	8,50	0,30		8,80	0,30		9,10	1,00	79,54	85,17	165,71	174,81	27,55	202,36
2006 - 2007	VILLA ALEGRE	1				0,00			0,00		0,05	0,05	0,10	0,10	0,00	0,10
2006 - 2007	CAUQUENES	18	6,65	8,72		15,37	8,20	6,00	29,57		24,50	42,67	67,17	96,74	4,40	101,14
2006 - 2007	CHANCO	1				0,00			0,00			1,00	1,00	1,00	0,00	1,00
2006 - 2007	PELLUHUE	6	1,10	1,00		2,10	0,35		2,45		1,15	1,20	2,35	4,80	0,00	4,80
2006 - 2007	CHILLAN	49			0,55	0,55	1,30		1,85		9,79	24,49	34,28	36,13	0,33	36,46
2006 - 2007	PINTO	4		0,30		0,30			0,30		0,30	4,01	4,31	4,61	0,00	4,61
2006 - 2007	PORTEZUELO	11	0,45	0,08		0,53			0,53		3,05	3,66	6,71	7,24	0,00	7,24
2006 - 2007	SAN CARLOS	15				0,00			0,00		4,64	7,16	11,80	11,80	0,30	12,10
2006 - 2007	NIQUEN	11		0,01		0,01			0,01	1,10	3,22	9,22	13,54	13,55	1,22	14,77
2006 - 2007	SAN FABIAN	3				0,00			0,00	0,90			0,90	0,90	0,02	0,92
2006 - 2007	COIHUECO	15	0,05	0,10		0,15	0,08		0,23		3,79	2,75	6,54	6,77	1,80	8,57
2006 - 2007	SAN IGNACIO	2				0,00			0,00		0,29		0,29	0,29	0,10	0,39
2006 - 2007	EL CARMEN	2				0,00			0,00	0,60	1,00		1,60	1,60	0,60	2,20
2006 - 2007	YUNGAY	21		2.080,69		2.080,69			2.080,69	0,50	12,61	0,02	13,13	2.093,82	194,33	2.288,15
2006 - 2007	PEMUCO	6				0,00	38,74		38,74		0,41	1,10	1,51	40,25	0,00	40,25
2006 - 2007	BULNES	23	0,90			0,90	0,42		1,32		8,76	13,25	22,01	23,33	50,03	73,36
2006 - 2007	QUILLON	50	0,01	0,45	0,86	1,32	0,38		1,70	1,30	7,99	12,73	22,02	23,72	3,10	26,82
2006 - 2007	COELEMU	42	0,05	6.187,03	19,00	6.206,08	810,83		7.016,91	195,00	301,74	0,02	496,76	7.513,67	490,50	8.004,17
2006 - 2007	TREGUACO	3		1,10		1,10			1,10		0,02	0,60	0,62	1,72	0,00	1,72
2006 - 2007	RANQUIL	7		0,95		0,95	0,30		1,25		1,05	1,62	2,67	3,92	0,10	4,02
2006 - 2007	COBQUECURA	3	1,00	5,00		6,00	0,60		6,60		2,40		2,40	9,00	2,00	11,00
2006 - 2007	QUIRIHUE	12	2,51	5,78		8,29	4,15		12,44		2,40	18,19	20,59	33,03	2,96	35,99
2006 - 2007	NINHUE	5				0,00	0,70		0,70		0,90	3,20	4,10	4,80	6,20	11,00
2006 - 2007	SAN NICOLAS	9				0,00	2,00		2,00		8,18	7,46	15,64	17,64	0,00	17,64
2006 - 2007	CHILLAN VIEJO	19				0,00			0,00		9,13	13,06	22,19	22,19	0,15	22,34
2006 - 2007	LOS ANGELES	146	2,37	1,76	0,05	4,18	3,75	0,10	8,03	0,03	12,98	21,53	34,54	42,57	2,32	44,89
2006 - 2007	LAJA	22		0,79	6,15	6,94	0,48		7,42		4,21	16,98	21,19	28,61	0,80	29,41
2006 - 2007	SAN ROSENDO	17	0,01	2.121,14		2.121,15	132,41		2.253,56		2,60	6,05	8,65	2.262,21	1,80	2.264,01
2006 - 2007	YUMBEL	39	0,32	246,68	0,20	247,20	0,06		247,26		3,71	2,17	5,88	253,14	0,06	253,20
2006 - 2007	CABRERO	83	0,83	1.337,72	1,55	1.340,10	61,58	0,30	1.401,98		277,75	17,57	295,32	1.697,30	369,03	2.066,33
2006 - 2007	TUCAPEL	12	0,03			0,03			0,03	0,12	1,23	0,02	1,37	1,40	1,63	3,03
2006 - 2007	QUILLECO	33	0,01	0,54		0,55	0,01		0,56	0,80	0,63	0,65	2,08	2,64	13,56	16,20
2006 - 2007	SANTA BARBARA	2		0,03		0,03			0,03	0,70		0,80	1,50	1,53	0,00	1,53
2006 - 2007	ALTO BIO-BIO															
2006 - 2007	QUILACO	4				0,00			0,00		0,05	0,01	0,06	0,06	0,56	0,62
2006 - 2007	MULCHEN	52		0,05	0,90	0,95	3,22		4,17		8,34	4,76	13,10	17,27	172,43	189,70
2006 - 2007	NACIMIENTO	5		176,85		176,85	152,00		328,85	322,00	524,52		846,52	1.175,37	231,00	1.406,37
2006 - 2007	NEGRETE	9				0,00	0,40		0,40		0,92	0,75	1,67	2,07	0,00	2,07
2006 - 2007	ANTUCO	3				0,00			0,00	1,05	0,01		1,06	1,06	0,00	1,06
2006 - 2007	CONCEPCION	59		2,05	0,02	2,07	1,30		3,37	0,58	29,37	9,86	39,81	43,18	0,16	43,34
2006 - 2007	TALCAHUANO	30		0,14	0,26	0,40	2,25		2,65		7,82	7,66	15,48	18,13	0,00	18,13
2006 - 2007	HUALPEN															
2006 - 2007	PENCO	96		0,33	0,10	0,43	8,78		9,21	0,06	8,96	3,46	12,48	21,69	1,04	22,73
2006 - 2007	TOME	185	0,10	706,01	1,55	707,66	1.752,51	0,12	2.460,29	49,00	107,36	6,31	162,67	2.622,96	52,63	2.675,59
2006 - 2007	FLORIDA	55	205,50	612,91	20,00	838,41	211,57		1.049,98	79,50	105,81	59,09	244,40	1.294,38	369,70	1.664,08
2006 - 2007	HUALQUI	45	0,02	3.271,76		3.271,78	975,75		4.247,53	122,42	150,15	7,40	279,97	4.527,50	338,07	4.865,57
2006 - 2007	SANTA JUANA	15		393,90		393,90	141,50		535,40	167,00	440,08	0,01	607,09	1.142,49	903,05	2.045,54
2006 - 2007	LOTA	109				0,00	0,40		0,40		11,68	0,10	11,78	12,18	0,00	12,18
2006 - 2007	CORONEL	51				0,00	0,40		0,40	0,21	11,28	15,64	27,13	27,53	0,00	27,53
2006 - 2007	SAN PEDRO DE LA PAZ	27	0,10	0,10	1,30	1,50	0,90		2,40		2,16	11,52	13,68	16,08	0,60	16,68
2006 - 2007	CHIGUAYANTE	4				0,00			0,00		0,48	0,17	0,65	0,65	0,00	0,65
2006 - 2007	LEBU	92	0,30	4,50	0,80	5,60	10,22		15,82		53,67	2,00	55,67	71,49	9,40	80,89
2006 - 2007	CURANILAHUE	136		2,94		2,94			2,94		72,08		72,08	75,02	0,15	75,17
2006 - 2007	ARAUCO	34	2,40	1,50		3,90	7,70		11,60		9,67	0,70	10,37	21,97	0,00	21,97
2006 - 2007	LOS ALAMOS	83	0,20	3,40		3,60	2,10		5,70	1,03	41,77	5,63	48,43	54,13	0,01	54,14
2006 - 2007	CANETE	57	0,65	21,62	0,80	23,07	3,65		26,72		31,85	4,35	36,20	62,92	23,15	86,07
2006 - 2007	CONTULMO	19		17,95		17,95	0,03		17,98		31,78	1,00	32,78	50,76	0,42	51,18
2006 - 2007	TIRUA	107	1,44	10,04	1,90	13,38	9,66		23,04	2,90	33,54	1,27	37,71	60,75	11,55	72,30
2006 - 2007	ANGOL	100		2,90	0,26	3,16	22,42		25,58	0,07	12,51	12,92	25,50	51,08	1,82	52,90
2006 - 2007	PUREN	26	0,23	0,25		0,48	1,02		1,50	0,53	13,08	3,63	17,24	18,74	1,99	20,73
2006 - 2007	LOS SAUCES	23	0,20	0,03		0,23	1,97		2,20		2,65	15,99	18,64	20,84	5,04	25,88
2006 - 2007	RENAICO	5				0,00	0,04		0,04		0,15	1,88	2,03	2,07	0,00	2,07
2006 - 2007	COLLIPULLI	167	50,16	2,46	21,37	73,99	80,78		154,77		207,74	5,90	213,64	368,41	31,85	400,26
2006 - 2007	ERCILLA	136	5,31	16,75	1,11	23,17	73,81		96,98	0,40	33,30	2,61	36,31	133,29	17,21	150,50
2006 - 2007	TRAIGUEN	27		0,10	0,30	0,40	2,68		3,08	0,10	6,74	3,14	9,98	13,06	69,61	82,67
2006 - 2007	LUMACO	90	4,84	12,06	0,66	17,56	7,38		24,94	10,16	61,04	11,71	82,91	107,85	8,78	116,63
2006 - 2007	VICTORIA	115	0,05	2,56	0,20	2,81	0,45		3,26	1,06	11,94	16,97	29,97	33,23	138,80	172,03
2006 - 2007	CURACAUTIIN	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	LONQUIMAY	2				0,00			0,00	0,35		17,80	18,15	18,15	0,00	18,15
2006 - 2007	TEMUCO	69	4,02	10,87	0,05	14,94	0,44		15,38	0,09	18,12	5,41	23,62	39,00	2,64	41,64
2006 - 2007	LAUTARO	12		1,61		1,61	1,31		2,92	0,01	0,46	1,59	2,06	4,98	1,01	5,99
2006 - 2007	PERQUENCO	9	0,60	2,30	2,00	4,90			4,90	0,40	3,05	2,10	5,55	10,45	10,00	20,45
2006 - 2007	GALVARINO	42	6,30	8,77	5,01	20,08	20,15		40,23	3,00	30,27	5,96	39,23	79,46	21,51	100,97
2006 - 2007	NUEVA IMPERIAL	15	0,03	9,60	0,01	9,64	5,00	4,80	19,44	0,10	9,30	7,11	16,51	35,95	9,91	45,86
2006 - 2007	CARAHUE	31	2,80	1,12		3,92	5,80		9,72	15,16	8,88	0,60	24,64	34,36	5,24	39,60
2006 - 2007	SAAVEDRA	1				0,00	0,04		0,04	0,20	0,40	2,30	2,90	2,94	0,80	3,74
2006 - 2007	VILCUN	5	0,50			0,50			0,50	0,10	0,40	8,41	8,91	9,41	0,80	10,21
2006 - 2007	CHOL CHOL	28	0,10	4,07		4,17	2,07		6,24	0,20	9,22	3,10	12,52	18,76	0,45	19,21
2006 - 2007	FREIRE	4				0,00			0,00		3,02	6,00	9,02	9,02	52,20	61,22
2006 - 2007	CUNCO	4				0,00			0,00	0,72	0,26	0,10	1,08	1,08	1,80	2,88
2006 - 2007	PITRUFQUEN	11				0,00	1,16		1,16	0,01	3,76	2,25	6,02	7,18	0,50	7,68
2006 - 2007	GORBEA	4				0,00	0,10		0,10	5,01	0,01		5,02	5,12	0,01	5,13
2006 - 2007	TOLTEN	3		1,25		1,25			1,25		0,01		0,01	1,26	0,00	1,26
2006 - 2007	LONCOCHE	2	0,70			0,70			0,70			0,40	0,40	1,10	0,00	1,10
2006 - 2007	VILLARRICA	15	0,12	0,21	0,70	1,03	0,02		1,05		2,32	3,26	5,58	6,63	0,00	6,63
2006 - 2007	PUCON	4		0,20		0,20			0,20	0,55	1,40	0,30	2,25	2,45	3,05	5,50
2006 - 2007	CURARREHUE	1				0,00			0,00	1,00			1,00	1,00	0,00	1,00
2006 - 2007	MELIPEUCO	1	1,00			1,00			1,00				0,00	1,00	0,00	1,00
2006 - 2007	TEODORO SCHMIDT	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PADRE LAS CASAS	22	0,10	4,00	0,10	4,20	4,35		8,55	2,10	12,65	3,62	18,37	26,92	0,15	27,07
2006 - 2007	VALDIVIA	33				0,00	1,31		1,31	1,76	20,03	0,18	21,97	23,28	0,99	24,27
2006 - 2007	MARIQUINA	5				0,00	1,60		1,60	0,01	0,08	0,10	0,19	1,79	6,00	7,79
2006 - 2007	LANCO	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	LOS LAGOS	4			0,50	0,50			0,50		2,84		2,84	3,34	0,00	3,34
2006 - 2007	CORRAL	15			0,30	0,30	0,30		0,60	0,55	11,07	0,15	11,77	12,37	0,10	12,47
2006 - 2007	MAFIL	2				0,00			0,00	0,10			0,10	0,10	0,80	0,90
2006 - 2007	PANGUIPULLI	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PAILLACO	4				0,00			0,00		3,12	0,90	4,02	4,02	0,00	4,02
2006 - 2007	LA UNION	4				0,00			0,00	0,05	1,85	0,70	2,60	2,60	0,00	2,60
2006 - 2007	FUTRONO	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	RIO BUENO	2				0,00			0,00	1,30	3,40		4,70	4,70	0,90	5,60
2006 - 2007	LAGO RANCO	1				0,00			0,00	1,00			1,00	1,00	0,00	1,00
2006 - 2007	OSORNO	11	0,35			0,35	6,43		6,78	0,43	1,97	0,80	3,20	9,98	12,98	22,96
2006 - 2007	SAN PABLO	6		0,40		0,40	1,10		1,50	3,40	2,60	0,60	6,60	8,10	0,50	8,60
2006 - 2007	PUYEHUE	1				0,00			0,00	0,20	0,40		0,60	0,60	0,00	0,60
2006 - 2007	PUERTO OCTAY	1				0,00			0,00	0,10	0,20		0,30	0,30	0,00	0,30
2006 - 2007	ENTRE LAGOS					0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	RIO NEGRO	1				0,00			0,00	0,50			0,50	0,50	0,00	0,50
2006 - 2007	PURRANQUE	2				0,00			0,00	1,00	0,20		1,20	1,20	9,60	10,80
2006 - 2007	SAN JUAN DE LA COSTA	12		0,60		0,60			0,60	3,83	1,68	0,05	5,56	6,16	15,50	21,66
2006 - 2007	PUERTO MONTT	55				0,00	13,15		13,15	21,61	447,70	8,60	477,91	491,06	0,00	491,06
2006 - 2007	COCHAMO	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	CALBUCO	2				0,00			0,00		30,36		30,36	30,36	0,00	30,36
2006 - 2007	MAULLIN	6				0,00			0,00	3,00	5,00	0,70	8,70	8,70	0,00	8,70
2006 - 2007	LOS MUERMOS	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	FRESIA	3				0,00			0,00	1,40	0,10	0,40	1,90	1,90	0,00	1,90
2006 - 2007	FRUTILLAR	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	LLANQUIHUE	2				0,00		1,00	1,00	0,10	4,20		4,30	5,30	0,00	5,30
2006 - 2007	PUERTO VARAS	10		1,30		1,30			1,30	9,88	47,90	0,45	58,23	59,53	1,20	60,73
2006 - 2007	CASTRO	25				0,00	0,20		0,20	0,50	22,30	1,85	24,65	24,85	0,00	24,85
2006 - 2007	ANCUD	8				0,00	0,10		0,10	2,80	8,90	0,10	11,80	11,90	5,00	16,90
2006 - 2007	QUEMCHI	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	CURACO DE VELEZ	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	DALCAHUE	6				0,00			0,00	3,30	1,25	0,10	4,65	4,65	7,75	12,40
2006 - 2007	QUINCHAO	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PUQUELDON	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	CHONCHI	4				0,00			0,00	0,10	3,25	0,30	3,65	3,65	0,00	3,65
2006 - 2007	QUEILEN	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	QUELLON	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	CHAITEN	1				0,00			0,00		0,23		0,23	0,23	0,00	0,23
2006 - 2007	PALENA	2				0,00			0,00		2,25		2,25	2,25	0,00	2,25
2006 - 2007	FUTALEUFU	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	HUALAIHUE	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	COYHAIQUE	6				0,00			0,00		1,00	2,03	3,03	3,03	0,51	3,54
2006 - 2007	LAGO VERDE	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	AYSEN	2				0,00			0,00	0,50	1,25		1,75	1,75	0,00	1,75
2006 - 2007	CISNES	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	GUAYTECAS	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	CHILE CHICO	5				0,00			0,00	3,00	183,58	274,50	461,08	461,08	0,62	461,70
2006 - 2007	RIO IBANEZ	2				0,00			0,00	0,02	10,03	10,00	20,05	20,05	0,00	20,05
2006 - 2007	COCHRANE	5				0,00			0,00	6,00	14,50	6,00	26,50	26,50	8,71	35,21
2006 - 2007	OHIGGINS	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	TORTEL	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PUNTA ARENAS	7				0,00			0,00	1,60	0,40	0,43	2,43	2,43	1,35	3,78
2006 - 2007	LAGUNA BLANCA	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	RIO VERDE	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	SAN GREGORIO	0				0,00			0,00				0,00	0,00	0,00	0,00
2006 - 2007	PUERTO NATALES	5				0,00			0,00	0,33	1,01	0,87	2,21	2,21	0,00	2,21
